"wages","education","age","sex","language","logwages"
14.93,17,24,"Female","English",2.7033726115511
40,19,42,"Female","English",3.68887945411394
20.35,12.5,52,"Female","Other",3.0130809118886
6,15,20,"Female","English",1.79175946922805
13.61,12,36,"Male","English",2.61080481666337
30.48,17,49,"Male","English",3.41707073081845
17.76,18,44,"Female","English",2.87694873756402
7.63,12.8,37,"Male","English",2.03208784529637
12.03,15,26,"Female","Other",2.48740352998659
13,12,48,"Female","Other",2.56494935746154
13.79,13.5,24,"Male","English",2.62394369180521
7,10.8,19,"Male","English",1.94591014905531
12.29,12.5,23,"Female","English",2.50878592357794
18.5,8,58,"Male","English",2.91777073208428
29.44,17,48,"Female","English",3.38235429386068
15.91,15,29,"Female","English",2.7669478423497
7.22,16,23,"Female","English",1.97685495290473
24.96,16,50,"Male","English",3.21727454350123
14.84,13,60,"Male","English",2.69732623773923
17.64,12.5,36,"Male","English",2.87016905057865
6.51,16,43,"Female","English",1.87333945622048
22.68,14,41,"Male","Other",3.12148347885955
28.04,10.5,43,"Male","English",3.33363206216639
7,12,25,"Female","English",1.94591014905531
21.12,19,42,"Female","English",3.05022045883806
15.84,17,25,"Female","French",2.76253838638628
17.81,13,25,"Female","Other",2.87976009730157
25.92,17,47,"Male","English",3.25501487148407
7.61,14.5,30,"Female","English",2.02946317187359
17.28,10,31,"Female","English",2.84954976337591
10.17,12.5,36,"Female","English",2.31944221006047
7,12,35,"Female","French",1.94591014905531
31.2,17.3,52,"Male","English",3.44041809481544
31.33,20,53,"Male","English",3.4445761049641
22.53,12.5,28,"Female","English",3.11484775444415
7.5,10,52,"Female","English",2.01490302054226
14.26,10,41,"Male","French",2.65745841498615
12,12,59,"Female","English",2.484906649788
19.2,17,44,"Male","English",2.95491027903374
15,11.5,48,"Female","English",2.70805020110221
22.23,8,57,"Male","Other",3.10144272797611
30,12,61,"Female","English",3.40119738166216
8.42,12.3,58,"Female","English",2.13060982825424
20,10,34,"Male","English",2.99573227355399
19.66,10,48,"Male","English",2.97858611471902
7.9,12.4,23,"Male","English",2.06686275947298
37.76,15,50,"Male","English",3.6312503412773
33.12,20,53,"Male","French",3.50013732951706
24,9,47,"Female","English",3.17805383034795
11.52,15,35,"Female","English",2.44408465526775
9.58,13.1,19,"Male","English",2.25967759198277
10.45,14,28,"Female","English",2.34660197841082
10,8,61,"Male","Other",2.30258509299405
19,14,53,"Female","English",2.94443897916644
16.2,16.1,48,"Male","English",2.78501124223834
17.47,14,35,"Male","English",2.86048512414597
7.1,12,28,"Female","English",1.96009478404727
15.52,16,44,"Female","English",2.74212951475507
30.22,11,53,"Female","English",3.40850395684459
8.62,13,19,"Female","English",2.1540850846756
39,17,47,"Male","English",3.66356164612965
24.98,13,40,"Male","English",3.21807550469743
6.75,12,33,"Female","English",1.90954250488444
7.5,12,33,"Male","English",2.01490302054226
10.35,15,43,"Female","English",2.33698651971138
5.86,11,25,"Female","English",1.76814960358892
10.92,12,26,"Male","English",2.39059597031676
10.96,13,36,"Female","English",2.39425228151987
13.01,9.5,30,"Female","English",2.56571829252441
24,12.6,42,"Male","English",3.17805383034795
16,16,26,"Female","English",2.77258872223978
13.71,12,63,"Female","English",2.61812549357422
6.25,11,17,"Female","English",1.83258146374831
25.14,16.5,43,"Male","English",3.2244602031621
21.33,13.4,34,"Male","English",3.06011453248326
18.64,17,29,"Male","English",2.92530980925744
23.55,13,48,"Male","English",3.15912582046243
6.7,14.5,19,"Male","English",1.90210752639692
13.83,13,33,"Female","English",2.62684014567667
15,10,45,"Male","English",2.70805020110221
10.56,12.5,39,"Male","English",2.35707327827812
13.23,15,58,"Male","English",2.58248697812686
16.96,6,54,"Female","English",2.83085763036376
7,13,59,"Female","English",1.94591014905531
20.94,16,28,"Male","English",3.04166120544239
7.2,15,43,"Female","English",1.97408102602201
12.75,13.4,31,"Male","English",2.54553127160443
7.34,11.5,65,"Female","English",1.99333884262642
22.4,12,28,"Male","English",3.10906095886099
17.38,13,31,"Male","English",2.85532011983725
12.77,12.9,31,"Male","English",2.54709867004445
14.38,12,34,"Male","English",2.6658383522929
26.88,17,42,"Female","English",3.29138251565495
9,14,34,"Female","English",2.19722457733622
7.03,12,18,"Female","English",1.95018670582257
28.64,20,51,"Female","English",3.35480434209244
8.72,9.9,32,"Female","English",2.16561923792089
17.99,12,56,"Male","English",2.88981604796244
10.4,11.9,20,"Male","English",2.34180580614733
6.75,10.3,44,"Female","English",1.90954250488444
17.92,12,48,"Female","English",2.88591740754678
6.7,16,22,"Female","English",1.90210752639692
13.68,12,28,"Male","English",2.6159349121944
12.29,9,36,"Female","English",2.50878592357794
12,14,21,"Male","English",2.484906649788
27.69,11,38,"Male","Other",3.32107133718287
3,14,44,"Female","English",1.09861228866811
6,12,18,"Male","English",1.79175946922805
25,17,24,"Female","English",3.2188758248682
11,9,42,"Female","English",2.39789527279837
17.01,14,37,"Female","English",2.83380140640777
6,11.8,19,"Female","English",1.79175946922805
16,10.6,47,"Female","English",2.77258872223978
11.51,13.2,36,"Male","English",2.44321622273379
15.81,9.5,51,"Male","Other",2.76064265122138
27.92,19,34,"Female","English",3.32934327789417
30,10,51,"Male","English",3.40119738166216
14.21,10.5,54,"Female","French",2.65394594210901
27.14,12.8,35,"Male","English",3.30100865440672
30.32,12.6,56,"Male","English",3.41180756077417
27.84,12,45,"Male","English",3.32647383546622
11.94,14.6,34,"Female","English",2.47989410796446
12,15,26,"Male","English",2.484906649788
28.9,17,55,"Male","English",3.36384159511839
16.5,12,42,"Male","English",2.80336038090653
18.16,10.5,40,"Female","English",2.89922137317315
7,11.3,18,"Male","English",1.94591014905531
14,14,23,"Male","English",2.63905732961526
16.8,10,52,"Male","English",2.82137888640921
20,10.5,51,"Male","English",2.99573227355399
12,15,36,"Female","French",2.484906649788
8.76,18,23,"Male","English",2.1701959049483
8.2,13,57,"Female","English",2.10413415427021
12.87,12.7,34,"Female","French",2.55489902160804
4.89,12,40,"Male","Other",1.58719230348678
15.56,13.4,48,"Female","English",2.74470351875025
17.41,16,29,"Female","English",2.8570447537801
9.72,12,51,"Female","English",2.27418561847235
6.25,12,20,"Female","English",1.83258146374831
19.46,12.4,35,"Male","French",2.96836107675786
7,11,56,"Female","English",1.94591014905531
21.14,14,53,"Male","Other",3.05116698044209
23.77,9.5,65,"Male","English",3.1684242813721
25,15,47,"Male","Other",3.2188758248682
7,14,19,"Female","English",1.94591014905531
15.33,20,29,"Male","English",2.72981169288372
19.95,16,28,"Male","English",2.99322914333587
12.75,11,42,"Male","Other",2.54553127160443
25.15,16,42,"Male","French",3.22485789654575
12.07,10.5,37,"Male","English",2.49072303510944
9.13,15.6,19,"Male","English",2.21156569460688
9.65,13,37,"Female","Other",2.26695791535089
12,12,34,"Male","English",2.484906649788
6.5,10,16,"Male","English",1.87180217690159
12,13,61,"Female","English",2.484906649788
8,10,30,"Female","French",2.07944154167984
9.83,11.3,21,"Female","English",2.28543893415908
7.5,0,35,"Female","Other",2.01490302054226
14.37,1,58,"Male","English",2.66514270009093
6.5,12.4,25,"Male","English",1.87180217690159
19.68,10,40,"Male","English",2.97960289162411
9.5,13.5,22,"Female","English",2.2512917986065
6.67,16,23,"Female","English",1.89761985992753
23.04,17,39,"Male","English",3.13723183582769
16.8,14,37,"Male","English",2.82137888640921
15.86,10,31,"Female","English",2.7638002162067
28.8,8,54,"Male","English",3.3603753871419
17.6,12.5,40,"Male","English",2.86789890204411
10.19,12,27,"Male","English",2.32140684723463
13.09,6,59,"Male","Other",2.57184857992181
20.64,11,41,"Male","English",3.02723094061336
12.92,15,35,"Female","English",2.55877649835446
21.6,17.5,50,"Male","French",3.07269331469012
26.4,10.5,49,"Male","English",3.27336401015227
6.75,15.5,22,"Female","English",1.90954250488444
12.76,12,31,"Female","English",2.54631527791664
8.5,15,32,"Female","English",2.14006616349627
16.9,10,53,"Female","English",2.82731362192903
9.12,13,30,"Male","English",2.21046980408624
7,13,40,"Female","English",1.94591014905531
11.5,11,30,"Female","English",2.4423470353692
17.98,17,34,"Male","English",2.88926002904347
26.4,14,33,"Male","English",3.27336401015227
10.3,10,42,"Male","English",2.33214389523559
16.79,12.5,38,"Male","English",2.82078347108945
13.28,12.5,54,"Female","English",2.58625914404829
11,15,28,"Female","English",2.39789527279837
6.7,14.1,26,"Female","French",1.90210752639692
9.6,8.5,54,"Female","English",2.26176309847379
12.8,12,27,"Female","English",2.54944517092557
23.47,13,36,"Male","English",3.15572300986293
11,10,41,"Female","English",2.39789527279837
9.91,20,24,"Female","English",2.2935443483419
7,11,17,"Male","English",1.94591014905531
8.62,16,61,"Female","English",2.1540850846756
17.98,9,49,"Male","French",2.88926002904347
18,12,32,"Male","Other",2.89037175789616
19.19,13,53,"Female","French",2.95438931001961
25.6,12,44,"Female","Other",3.24259235148552
28.8,18,42,"Male","English",3.3603753871419
24.81,12,52,"Male","Other",3.21124679770371
18.22,15.5,23,"Female","English",2.90251989183181
38.4,19,45,"Female","English",3.64805745959368
7,15,48,"Female","English",1.94591014905531
17.26,12,28,"Male","English",2.84839168565528
6.5,11,37,"Female","English",1.87180217690159
9.5,11,20,"Male","English",2.2512917986065
12,11,29,"Male","English",2.484906649788
11.91,13.4,30,"Female","English",2.47737838336721
32.64,18,37,"Male","English",3.48553853009591
25.44,16.1,46,"Female","English",3.23632273847192
13.44,11.1,22,"Female","English",2.598235335095
13.75,9,16,"Male","English",2.62103882411258
7.2,12,20,"Male","English",1.97408102602201
26.88,20,36,"Male","English",3.29138251565495
16.3,12,27,"Male","English",2.79116510781272
7.06,13,40,"Female","English",1.95444505150515
14.97,13,53,"Male","English",2.70604819843154
20.5,16,52,"Female","English",3.02042488614436
9.94,15.9,27,"Female","English",2.29656702066848
7.2,14,28,"Female","English",1.97408102602201
11.52,20,61,"Male","English",2.44408465526775
16.32,11.5,38,"Male","English",2.79239134953596
10.37,15,39,"Male","English",2.33891702224144
14.35,14,49,"Female","English",2.66374994220563
10.56,8,51,"Female","Other",2.35707327827812
15.53,14,38,"Male","English",2.7427736371606
9.58,11,17,"Female","English",2.25967759198277
12.95,4,54,"Male","English",2.56109578814555
8.5,12,27,"Female","English",2.14006616349627
6.7,13,18,"Male","English",1.90210752639692
11.07,14,42,"Male","English",2.40423874672055
10.45,8,31,"Male","English",2.34660197841082
13.99,14,24,"Female","English",2.63834278867739
13.17,11,46,"Female","French",2.57794151575519
17.28,10,52,"Male","English",2.84954976337591
10.93,14,44,"Male","English",2.39151130218845
3.84,12,44,"Male","English",1.34547236659964
8.9,12,54,"Male","English",2.18605127673809
6.85,12,18,"Female","English",1.92424865227413
14.45,12.5,27,"Male","English",2.67069441455844
14.89,12,35,"Female","English",2.70068984669592
15.87,15.3,33,"Male","Other",2.76443053453832
12.11,15,21,"Male","English",2.494031557565
26.85,16,37,"Female","English",3.29026582095487
20.24,14.5,38,"Male","English",3.00766084441926
11.75,12,21,"Female","English",2.46385324059017
20.64,15.1,38,"Male","English",3.02723094061336
11.2,16,39,"Male","English",2.41591377830105
18,15,29,"Male","Other",2.89037175789616
15.36,19.9,29,"Male","English",2.73176672771953
12.29,12,33,"Female","English",2.50878592357794
7.2,8,37,"Female","French",1.97408102602201
6,11,18,"Male","English",1.79175946922805
13.04,12.5,33,"Female","English",2.56802155649851
14.85,10.5,30,"Male","French",2.69799986524871
8.39,11,36,"Female","English",2.12704052047911
24,18,36,"Male","English",3.17805383034795
10.36,14.5,44,"Female","English",2.33795223683134
18.21,10,46,"Female","French",2.90197089373952
15.36,12.2,22,"Male","English",2.73176672771953
17.62,12.5,33,"Male","English",2.86903462050803
15.39,15,55,"Female","English",2.73371794785079
17.92,17,28,"Female","English",2.88591740754678
7,12.5,50,"Female","Other",1.94591014905531
15,13.5,31,"Male","English",2.70805020110221
8.98,14,31,"Female","Other",2.19499988231411
6.85,14.1,21,"Male","English",1.92424865227413
15.92,12.5,47,"Male","English",2.76757618041624
23.04,17.5,41,"Male","English",3.13723183582769
7,11,16,"Male","English",1.94591014905531
10,19,26,"Male","English",2.30258509299405
15.71,12,40,"Male","English",2.75429745226753
8.98,13.5,22,"Female","English",2.19499988231411
7.07,10.3,18,"Female","English",1.95586047990848
12,17,23,"Male","English",2.484906649788
10,10.5,36,"Male","English",2.30258509299405
30.72,17.5,45,"Male","English",3.42491390827947
11.19,11,21,"Male","English",2.41502052232383
14.4,13.1,25,"Male","English",2.66722820658195
18.24,13,33,"Male","English",2.90361698464619
10.95,10,25,"Female","Other",2.39333945626251
16.05,10.5,26,"Male","English",2.77570884957602
14.86,8,61,"Female","Other",2.69867303928961
30.72,14,37,"Female","Other",3.42491390827947
18.24,13,41,"Female","Other",2.90361698464619
7,12,19,"Female","English",1.94591014905531
13.3,13,30,"Male","Other",2.58776403522771
30,12,63,"Male","English",3.40119738166216
9,12,36,"Female","English",2.19722457733622
19.76,15.5,20,"Female","English",2.98365969231972
14.39,12,41,"Female","Other",2.66653352089928
6,9.5,60,"Female","English",1.79175946922805
18.72,17.2,48,"Male","English",2.92959247104945
17,12.9,30,"Male","English",2.83321334405622
17.91,12,24,"Male","English",2.88535921607262
19.92,13.3,30,"Male","English",2.99172425215645
15.36,13,34,"Female","English",2.73176672771953
7.91,12.2,31,"Female","English",2.06812778177956
7.92,16,28,"Male","English",2.06939120582633
15.36,14.5,40,"Female","English",2.73176672771953
8.12,0,53,"Female","Other",2.09433015417359
24,14.2,48,"Female","English",3.17805383034795
15.17,20,43,"Female","English",2.71931979336044
13.59,14,25,"Male","English",2.60933422816305
9.9,13,50,"Female","English",2.29253475714054
9.81,12.5,24,"Male","French",2.28340227357727
21.82,12.5,38,"Male","English",3.08282698040492
24.96,17,31,"Female","English",3.21727454350123
6.77,10.5,46,"Female","English",1.91250108692418
18.92,13,53,"Male","English",2.94021956362373
27.66,14.5,40,"Male","English",3.31998732623661
10.46,15.5,25,"Female","English",2.34755845863678
17.91,14,37,"Female","English",2.88535921607262
21.6,17,51,"Female","English",3.07269331469012
6.75,12.5,40,"Female","English",1.90954250488444
13.6,11,31,"Male","English",2.61006979274201
6,15,22,"Male","English",1.79175946922805
36,11,49,"Male","English",3.58351893845611
17.41,13,36,"Female","English",2.8570447537801
11.17,15,31,"Male","English",2.41323161308111
7.3,11,18,"Male","English",1.98787434815435
12.78,15,34,"Female","English",2.54788144894939
7,12,32,"Male","English",1.94591014905531
28.56,20,36,"Female","English",3.35200713747138
9.5,12,59,"Female","English",2.2512917986065
6.9,12,20,"Male","English",1.93152141160321
12.84,11,17,"Female","English",2.55256529826182
16.8,11,50,"Male","English",2.82137888640921
10.2,10.5,47,"Female","English",2.32238772029023
16.58,12,41,"Male","English",2.80819714970715
12.55,8,60,"Male","English",2.52972066557779
4.98,15,21,"Female","English",1.60542989103656
14.97,16.6,27,"Male","English",2.70604819843154
3.43,12.6,31,"Male","French",1.23256026117785
4.2,2,16,"Female","English",1.43508452528932
18.57,12,36,"Male","English",2.92154737536461
21.6,10,35,"Male","English",3.07269331469012
17.4,15,33,"Male","English",2.85647020622048
21.84,20,29,"Male","English",3.0837431508767
18.03,15.1,38,"Male","English",2.89203703721523
12.46,12,36,"Male","English",2.52252351335931
16.1,12.5,36,"Female","English",2.77881927199042
21.18,17,39,"Female","English",3.05305734017326
38.4,12,39,"Male","English",3.64805745959368
12.22,11,26,"Male","English",2.50307395374345
9.72,15,28,"Male","English",2.27418561847235
21.57,11,34,"Male","English",3.07130346040107
14.81,14,36,"Female","English",2.69530262827971
6.81,13,18,"Male","English",1.91839212016142
17.67,12,43,"Male","English",2.87186828633161
32.6,20,38,"Male","English",3.48431228837266
